ingresos_mensuales,deuda_activa,historial_pagos,antiguedad_laboral,creditos_activos,monto_solicitado,atrasos_previos,dependientes_economicos,utilizacion_credito,en_riesgo
8390.9,30906.16,52.3,,1.0,0.0,2.0,4.0,15.3,0
1438.9,22537.87,102.0,5.8,4.0,31270.2,1.0,1.0,15.0,0
11223.04,17731.52,66.2,3.5,1.0,15641.45,7.0,2.0,52.1,0
7678.74,12916.77,45.6,5.9,0.0,135.79,6.0,3.0,38.9,1
,20665.53,22.8,10.4,4.0,29643.74,7.0,5.0,35.8,1
,26922.92,25.1,0.5,6.0,14530.06,1.0,1.0,49.0,0
9104.04,10557.31,51.2,3.5,5.0,32574.63,7.0,0.0,76.0,1
9919.11,17956.54,49.1,5.6,6.0,22580.54,5.0,5.0,36.7,1
7245.21,25812.6,58.1,1.7,3.0,22002.25,4.0,5.0,32.0,1
7250.08,575.99,,20.8,4.0,25626.86,2.0,5.0,38.5,0
7365.1,17481.87,61.0,,6.0,11338.08,1.0,2.0,77.8,0
3737.3,14136.38,85.6,1.6,3.0,15094.56,2.0,4.0,50.0,0
6027.91,16795.53,98.7,1.0,0.0,21880.91,1.0,0.0,59.8,0
6011.93,13485.34,21.3,17.2,1.0,11267.88,6.0,3.0,95.5,1
7726.86,19238.62,45.4,6.1,4.0,33565.81,7.0,3.0,131.6,1
9699.44,35312.64,44.2,2.4,6.0,21311.45,7.0,3.0,69.9,1
3112.68,15084.7,66.2,2.3,4.0,7606.76,7.0,4.0,67.2,1
6099.97,20625.4,36.2,0.2,2.0,18291.65,1.0,5.0,18.8,0
11240.66,35952.72,100.0,8.2,2.0,26214.43,5.0,4.0,62.3,0
4120.52,13049.86,64.0,3.2,4.0,19646.91,6.0,0.0,53.7,0
3868.8,34332.08,60.3,7.3,6.0,,4.0,4.0,77.0,1
7147.38,18047.91,98.0,2.4,1.0,31888.44,4.0,4.0,41.0,0
9202.03,34037.07,62.6,3.1,3.0,53820.4,3.0,3.0,57.6,0
6536.56,24751.81,71.8,2.2,2.0,38807.73,6.0,3.0,68.9,1
10752.67,20763.98,46.5,0.2,1.0,5363.56,5.0,0.0,105.2,1
9241.74,17409.32,32.8,0.6,2.0,20677.21,5.0,1.0,95.8,1
9193.82,12383.63,49.6,1.2,0.0,21800.3,0.0,5.0,87.5,1
8273.17,18682.12,111.1,3.6,3.0,31900.85,7.0,0.0,72.4,0
,26076.25,76.9,8.7,0.0,13796.97,4.0,5.0,39.9,0
5843.48,17882.0,69.0,2.2,3.0,18624.97,7.0,1.0,72.3,0
88.73,15150.39,41.5,0.6,6.0,,5.0,4.0,30.4,1
11633.61,15742.96,83.0,2.6,1.0,17772.81,4.0,1.0,,1
5035.36,26932.29,33.1,0.0,1.0,18220.41,6.0,0.0,101.8,1
6845.22,29026.45,28.5,1.5,5.0,21243.93,1.0,3.0,67.1,1
10690.56,11995.65,50.7,0.9,6.0,10761.85,3.0,4.0,58.4,0
1372.77,11982.71,,9.8,6.0,36784.31,0.0,0.0,62.0,0
2494.73,21414.23,,5.8,0.0,30666.57,5.0,1.0,49.4,1
1375.91,31747.79,53.1,0.0,1.0,7614.04,2.0,1.0,-8.4,0
3958.76,28313.91,48.2,1.4,6.0,25311.68,0.0,5.0,16.6,0
7906.84,6733.33,26.9,1.0,3.0,6216.94,6.0,1.0,,1
8177.4,15623.32,64.7,0.9,5.0,41107.07,1.0,0.0,26.2,0
7384.08,9624.57,66.6,1.2,0.0,44369.3,1.0,5.0,49.0,0
1979.15,15592.39,80.4,1.0,0.0,24331.15,1.0,0.0,17.6,0
-892.33,32439.69,83.0,,1.0,14768.26,4.0,2.0,,1
6673.93,5196.59,58.7,1.9,0.0,17028.77,2.0,1.0,,0
4990.32,3430.21,,,6.0,19555.1,4.0,1.0,77.9,0
7970.03,10543.01,47.6,0.1,5.0,23718.07,2.0,4.0,83.5,0
8746.25,,74.8,6.2,2.0,,6.0,0.0,31.4,1
6942.37,23586.79,51.8,6.2,0.0,36467.22,2.0,3.0,60.6,0
8932.43,21937.04,73.1,1.3,0.0,36652.05,6.0,3.0,12.1,1
7233.48,28581.17,71.3,,1.0,27046.94,3.0,4.0,53.6,0
8196.21,2132.23,64.5,0.2,5.0,11156.66,0.0,0.0,78.7,0
4245.05,28695.03,80.5,6.6,5.0,15759.32,3.0,2.0,50.1,0
5925.24,15191.14,28.5,10.4,3.0,25728.66,1.0,0.0,88.8,1
7129.68,24583.45,39.6,8.5,6.0,10586.8,3.0,5.0,75.4,1
9125.69,6089.17,57.1,8.6,6.0,28647.8,0.0,5.0,58.8,0
5240.03,,31.2,19.8,5.0,34661.48,6.0,2.0,45.0,1
8167.74,20126.44,54.0,3.8,0.0,31544.14,4.0,3.0,37.0,1
5649.32,,54.8,2.1,6.0,31062.27,1.0,0.0,11.2,0
6123.87,3732.71,91.8,1.4,6.0,,7.0,5.0,15.7,1
9154.46,18276.77,66.1,0.2,3.0,41000.27,2.0,4.0,79.9,0
122.21,,85.6,2.6,4.0,6191.38,1.0,0.0,94.4,1
2351.29,22549.46,69.6,0.0,5.0,23167.01,0.0,3.0,21.7,0
,24994.95,,5.3,4.0,32422.52,1.0,1.0,53.9,0
-967.57,29584.53,65.9,4.3,2.0,,0.0,3.0,7.9,0
4329.55,13184.73,79.0,7.1,4.0,9665.96,3.0,3.0,24.7,0
8898.19,26345.04,89.3,,5.0,11820.09,4.0,2.0,59.3,1
5588.37,30248.11,60.1,9.0,0.0,28444.86,2.0,2.0,37.5,0
,3210.78,26.8,1.9,4.0,31130.14,7.0,4.0,-1.7,1
9985.5,23511.1,25.2,22.1,1.0,11713.55,7.0,0.0,100.1,1
10748.6,26626.6,55.8,5.8,4.0,29711.11,2.0,0.0,50.6,0
6278.76,15671.46,11.6,0.1,0.0,6816.72,5.0,2.0,21.1,1
10831.47,7103.04,102.5,0.2,6.0,32492.67,3.0,2.0,55.6,0
6794.81,26486.6,76.1,1.4,4.0,14393.9,2.0,1.0,49.7,0
3820.33,7204.42,49.0,0.7,3.0,,1.0,2.0,63.8,0
4597.92,16394.84,38.6,1.2,3.0,23951.23,4.0,0.0,42.5,1
1762.28,,85.6,1.4,4.0,38927.89,1.0,4.0,60.8,0
3657.97,24439.84,38.5,9.6,0.0,27905.56,5.0,4.0,78.4,1
5354.35,12360.32,40.6,,3.0,17810.78,7.0,1.0,15.1,1
9071.47,11838.75,46.1,4.4,5.0,29315.11,2.0,3.0,32.6,1
12006.46,18890.24,65.5,7.8,1.0,50708.96,4.0,1.0,75.5,1
2077.02,27057.51,76.7,0.4,3.0,33881.48,7.0,2.0,36.6,0
7757.05,38587.05,89.2,0.3,2.0,24290.0,5.0,1.0,49.7,1
3170.26,4432.67,86.0,6.3,1.0,14996.64,3.0,5.0,38.8,1
8019.03,20838.08,63.0,2.6,6.0,17602.1,7.0,2.0,40.6,0
-967.63,,85.5,4.5,4.0,33159.92,0.0,3.0,38.2,0
641.1,27169.3,48.2,6.1,2.0,14370.37,4.0,1.0,16.8,1
9470.55,9553.1,22.9,0.6,2.0,25032.27,2.0,5.0,64.9,1
4564.0,11928.17,48.2,2.7,4.0,42251.43,1.0,4.0,81.7,1
,12696.56,45.3,12.2,0.0,,4.0,0.0,47.1,1
3076.79,17314.21,49.1,2.0,3.0,12050.42,5.0,1.0,78.6,1
4406.29,20908.78,41.9,11.3,1.0,51134.17,5.0,3.0,38.2,1
7869.25,22353.31,52.9,3.1,6.0,46149.38,5.0,2.0,36.6,0
5894.42,17948.09,76.6,1.2,5.0,31014.12,2.0,4.0,63.5,0
7551.72,6030.98,100.7,27.8,5.0,40309.06,3.0,3.0,64.0,0
7658.15,24550.08,25.0,5.7,1.0,21796.24,0.0,3.0,48.8,1
,17523.37,34.7,24.9,0.0,33693.45,4.0,2.0,70.9,1
5403.08,28455.61,45.6,7.2,3.0,19917.52,6.0,5.0,16.0,1
1774.05,11630.35,79.8,0.1,2.0,8735.02,3.0,4.0,43.5,1
9915.11,3579.53,58.5,1.7,5.0,56103.07,2.0,4.0,79.0,0
5439.24,17693.77,47.1,1.7,4.0,8121.54,2.0,3.0,78.9,1
10066.7,29663.57,78.8,3.8,2.0,28570.7,5.0,3.0,75.4,1
7726.81,19448.48,84.0,5.8,1.0,28430.52,5.0,4.0,80.6,1
-266.58,16202.97,62.6,6.5,2.0,31192.07,3.0,1.0,41.6,0
7616.08,10166.88,45.0,3.0,3.0,23923.79,1.0,3.0,4.3,1
12743.24,33819.9,68.9,11.1,1.0,24049.0,3.0,0.0,44.8,0
13146.34,8733.58,57.9,2.2,2.0,26660.94,2.0,2.0,69.8,0
6722.02,11471.45,57.7,1.1,1.0,30758.42,0.0,1.0,74.4,0
7012.61,23130.31,51.7,,0.0,24978.2,3.0,1.0,37.3,0
9943.97,1295.81,,3.3,4.0,24179.67,6.0,3.0,24.9,0
3793.88,29471.32,68.5,3.2,6.0,9146.68,4.0,2.0,27.7,0
7565.83,23617.74,,0.2,6.0,49164.19,1.0,2.0,36.8,0
6417.24,,92.4,7.8,6.0,31428.39,6.0,5.0,-1.1,0
7504.51,23023.05,73.1,3.8,4.0,27506.88,1.0,2.0,37.2,0
3833.22,16549.89,51.9,2.1,5.0,17506.39,4.0,0.0,53.3,1
1413.38,8431.66,85.9,28.0,0.0,12956.63,4.0,4.0,49.3,1
-133.55,16739.32,73.2,4.5,1.0,35319.84,5.0,1.0,42.8,0
2924.37,9222.87,120.3,2.6,4.0,23081.65,6.0,5.0,32.7,1
5032.24,22375.4,69.8,8.8,6.0,32452.78,2.0,3.0,,0
5561.79,25261.02,78.3,13.4,6.0,8774.2,6.0,1.0,36.5,1
12699.14,31291.28,69.4,0.6,4.0,43562.26,4.0,3.0,71.8,0
10039.18,21345.91,60.8,22.7,0.0,35816.53,2.0,5.0,52.0,0
3421.31,26321.18,57.3,,6.0,24027.25,0.0,5.0,140.7,0
7612.67,15325.7,69.5,13.3,2.0,30611.51,4.0,2.0,42.7,0
5197.35,13695.51,74.5,0.7,0.0,33892.05,3.0,0.0,64.3,1
5590.04,22263.05,88.4,3.5,5.0,8956.23,3.0,0.0,43.3,1
7093.04,14521.74,69.8,3.2,1.0,45133.92,5.0,5.0,42.6,1
8481.35,20422.67,52.8,1.6,2.0,30799.13,5.0,3.0,95.7,1
5414.37,8449.27,,1.3,4.0,16550.77,1.0,4.0,,0
9904.32,10065.35,33.9,0.5,6.0,,2.0,4.0,2.9,0
2845.8,23718.68,99.5,2.7,6.0,36845.17,7.0,4.0,23.4,0
6520.28,25980.21,51.1,2.4,1.0,27533.91,4.0,3.0,48.2,0
14812.56,9129.09,84.3,2.2,1.0,30791.21,3.0,2.0,37.5,0
7213.86,24035.53,69.1,36.6,5.0,25319.97,7.0,1.0,9.8,0
11086.29,13205.38,69.7,2.7,2.0,12967.08,5.0,1.0,55.2,0
6792.86,18148.55,60.4,6.4,0.0,31103.41,6.0,4.0,-0.6,1
8358.49,30752.5,45.7,,4.0,22629.58,3.0,0.0,55.5,1
6318.29,25267.39,41.7,1.9,4.0,24739.71,1.0,0.0,72.4,1
5954.7,25162.85,101.0,13.0,6.0,53524.03,5.0,4.0,,1
4005.66,35179.11,,0.2,3.0,35428.83,6.0,3.0,48.0,1
7876.96,11665.09,87.8,3.7,5.0,36121.18,4.0,0.0,94.3,1
3775.08,9127.13,93.5,5.7,3.0,57646.28,3.0,0.0,61.3,0
8629.87,,54.0,11.9,6.0,29614.89,0.0,1.0,75.7,0
9972.92,15709.49,72.3,1.9,3.0,,1.0,0.0,31.4,0
7672.9,-3190.96,,5.4,4.0,16849.51,7.0,1.0,94.6,1
5584.0,16133.15,37.5,13.0,6.0,19569.38,1.0,4.0,51.9,0
7952.69,13098.86,58.9,0.1,6.0,434.75,5.0,5.0,96.1,0
5512.25,25053.84,75.9,14.3,2.0,34485.08,5.0,1.0,90.0,1
,21171.77,52.0,0.3,3.0,9796.95,3.0,1.0,59.2,1
639.5,12593.73,55.9,0.7,4.0,35832.83,7.0,4.0,63.4,1
5426.06,23309.65,59.2,17.3,0.0,24483.69,5.0,2.0,129.4,0
129.4,24509.37,109.5,1.2,1.0,26536.7,7.0,1.0,29.1,1
1715.81,11083.09,22.7,7.3,4.0,24491.58,2.0,4.0,68.7,1
10864.36,13562.78,74.0,,0.0,41632.89,5.0,2.0,67.2,1
9364.59,-2028.27,57.4,11.4,4.0,39513.31,6.0,5.0,6.7,1
4197.66,,48.9,0.7,3.0,24653.3,7.0,5.0,49.7,1
1691.99,11317.77,56.9,0.5,3.0,14211.95,3.0,4.0,,1
-2986.49,18667.5,77.7,2.0,5.0,36086.67,2.0,5.0,93.0,0
4760.81,9491.56,78.9,3.7,1.0,13305.1,6.0,3.0,72.3,0
14245.33,13378.93,67.1,2.9,5.0,6341.66,5.0,3.0,9.5,1
7891.63,6972.02,87.0,7.1,5.0,30980.2,2.0,0.0,22.5,0
4709.37,19540.03,90.9,19.9,6.0,39621.88,2.0,1.0,42.3,0
7988.26,21831.43,81.0,6.5,5.0,20138.98,6.0,0.0,91.2,1
1504.93,21621.29,51.0,9.5,3.0,29854.21,4.0,5.0,35.0,0
5548.57,18111.25,73.9,0.0,2.0,,7.0,1.0,81.6,1
6818.33,4130.34,74.0,11.3,5.0,33663.92,5.0,3.0,34.6,0
6224.48,12420.42,45.1,3.8,6.0,38140.36,7.0,2.0,66.9,1
9030.58,14334.24,28.5,4.1,1.0,21845.62,2.0,4.0,25.7,0
7602.86,14370.34,18.5,1.2,2.0,12668.76,6.0,2.0,,1
8638.64,18674.83,,16.6,3.0,7515.63,1.0,5.0,,0
,30829.87,69.6,10.6,0.0,36108.26,5.0,3.0,92.4,1
9373.01,25308.87,37.0,4.2,2.0,11361.2,3.0,1.0,32.5,1
11712.6,9112.34,86.0,7.4,1.0,29464.29,4.0,2.0,8.7,1
3395.52,24105.63,66.3,8.1,5.0,34328.88,6.0,2.0,6.5,0
-742.65,23762.72,,0.8,3.0,18984.38,0.0,4.0,49.6,0
10774.51,10745.39,71.2,8.4,4.0,23005.47,1.0,1.0,39.2,0
5887.7,25639.79,39.5,7.0,0.0,,4.0,0.0,70.2,1
10992.23,16556.61,73.1,3.0,4.0,15301.67,3.0,4.0,45.4,1
5083.89,5310.42,77.7,5.2,5.0,14083.46,4.0,5.0,,1
11156.15,22096.82,51.0,0.0,4.0,22187.31,3.0,1.0,41.2,0
6920.75,19952.66,31.3,14.4,5.0,,0.0,5.0,80.7,1
7326.33,15950.9,65.2,0.4,0.0,44328.77,7.0,0.0,25.3,0
11507.1,17662.92,41.0,5.3,3.0,23814.6,5.0,2.0,9.9,1
5342.33,11528.23,87.7,11.6,3.0,16454.54,4.0,0.0,28.9,0
3488.41,,54.0,,6.0,37769.38,1.0,2.0,20.4,0
5064.59,17608.94,100.9,7.6,4.0,4968.45,1.0,3.0,17.3,0
7947.47,19498.04,16.3,0.7,6.0,27971.33,4.0,5.0,63.6,1
1489.57,21214.28,66.0,12.3,0.0,24473.04,0.0,5.0,44.6,0
8539.91,7608.73,94.4,5.8,3.0,40525.93,3.0,5.0,56.0,0
4775.93,9951.45,43.4,2.3,4.0,41740.22,7.0,3.0,66.8,1
10173.0,-1889.5,59.5,7.3,0.0,13689.66,7.0,2.0,4.8,1
-1161.63,23082.68,54.1,0.4,4.0,27012.14,4.0,5.0,68.0,1
3982.99,7090.11,48.0,7.7,1.0,18152.75,1.0,0.0,18.3,1
1103.3,19193.13,68.4,2.2,0.0,21480.07,0.0,4.0,35.8,0
3856.07,21338.89,34.5,0.0,4.0,32408.65,1.0,5.0,-1.0,0
7292.53,23421.18,60.6,4.0,2.0,20981.27,2.0,0.0,70.3,0
,7163.85,74.4,5.1,2.0,,4.0,3.0,4.7,0
5689.19,17413.55,58.3,3.9,2.0,36487.27,5.0,5.0,18.4,0
5990.61,33032.52,41.0,0.2,4.0,43181.94,3.0,4.0,20.4,1
7150.84,33428.83,85.7,6.9,4.0,28464.16,6.0,5.0,48.4,1
3272.68,26885.91,79.1,1.3,4.0,26413.18,1.0,1.0,,0
8761.92,21037.44,40.1,3.7,5.0,11712.52,3.0,3.0,74.7,1
8620.53,8954.04,34.5,3.1,4.0,44029.58,4.0,4.0,49.1,1
7732.12,24467.59,42.1,4.7,0.0,30948.41,0.0,0.0,79.0,0
8280.91,16577.81,75.0,1.6,1.0,,7.0,3.0,62.6,0
7448.54,23044.75,69.1,0.1,6.0,26020.59,7.0,5.0,25.5,1
13012.23,12304.41,80.4,1.4,2.0,29327.84,5.0,2.0,33.3,1
6221.3,16443.6,55.8,0.9,2.0,34261.49,5.0,4.0,94.3,1
5517.33,19477.33,42.7,6.5,2.0,35746.61,1.0,4.0,86.4,1
4088.71,20216.5,83.2,6.8,6.0,44329.62,1.0,1.0,75.1,0
3196.76,22443.5,50.8,1.5,5.0,27912.26,1.0,2.0,78.8,1
2517.69,12787.25,67.1,3.9,3.0,46050.41,1.0,2.0,65.0,0
3655.85,5910.44,,4.8,4.0,37692.68,4.0,2.0,61.4,1
6273.82,32623.07,50.5,4.0,3.0,24278.42,7.0,3.0,53.4,0
7569.74,40403.29,85.2,20.2,4.0,4991.52,5.0,3.0,99.6,1
6663.65,22026.79,47.2,6.3,6.0,26026.75,7.0,2.0,39.0,1
,6084.07,80.9,17.8,4.0,43701.73,7.0,3.0,58.7,1
9380.59,11041.24,11.7,3.4,0.0,,5.0,3.0,4.2,1
8866.12,22582.06,50.7,0.2,3.0,25989.55,0.0,5.0,11.9,0
5989.13,30070.04,59.2,2.5,5.0,26982.63,7.0,4.0,102.8,1
4410.67,,101.3,3.6,0.0,0.0,4.0,3.0,69.3,1
8254.97,16881.0,37.3,14.5,2.0,20346.26,4.0,1.0,46.0,1
7101.52,19763.39,77.8,,1.0,14567.4,7.0,1.0,54.2,1
1865.99,25781.21,86.3,3.5,5.0,31840.03,5.0,1.0,14.0,0
6282.46,14907.59,47.1,7.9,0.0,16079.36,0.0,1.0,,1
7338.51,3925.67,54.8,1.7,4.0,2973.94,6.0,5.0,11.2,1
,23590.78,66.1,,0.0,47084.46,7.0,3.0,43.7,1
7107.5,28123.16,30.4,1.0,6.0,36124.37,1.0,5.0,71.0,1
1844.57,17256.68,53.0,1.9,2.0,47600.65,3.0,0.0,64.7,1
10775.8,21647.16,91.1,1.0,2.0,35488.15,0.0,4.0,96.5,0
10493.44,,,2.3,5.0,,5.0,3.0,60.3,0
5691.94,10388.04,59.6,2.7,2.0,29434.43,1.0,4.0,-17.4,0
,27237.83,65.5,7.2,0.0,22767.66,3.0,2.0,106.6,1
-1211.75,21487.46,75.8,17.4,6.0,31145.28,5.0,3.0,28.5,0
2799.69,22413.32,80.0,2.8,0.0,,6.0,2.0,56.5,1
5559.91,31519.04,50.8,11.8,3.0,12169.25,2.0,4.0,54.9,0
3069.17,8506.42,96.8,13.6,0.0,21013.29,7.0,1.0,58.7,1
8786.07,13031.76,92.0,0.6,4.0,40497.91,0.0,3.0,53.3,0
12891.35,19421.4,77.9,11.4,1.0,10211.12,1.0,2.0,,0
2734.83,12921.18,44.5,0.2,6.0,10401.8,0.0,4.0,15.0,1
3820.12,25048.23,40.6,2.0,1.0,32095.71,5.0,0.0,124.4,1
7253.43,16313.41,55.8,3.4,4.0,20019.06,2.0,1.0,70.2,0
11655.57,9067.2,-16.3,0.1,0.0,30825.94,0.0,3.0,53.5,0
2588.4,18591.95,24.1,5.5,0.0,36878.29,6.0,2.0,103.6,1
7296.92,19533.05,73.9,1.8,1.0,30538.39,2.0,1.0,22.0,0
12328.16,26412.14,91.3,3.7,6.0,17413.05,5.0,5.0,76.3,1
1214.37,,75.7,3.9,6.0,,4.0,5.0,36.5,1
2400.58,22150.32,48.1,1.0,4.0,33905.47,0.0,0.0,63.3,0
5144.46,20882.63,45.5,2.7,2.0,25321.93,4.0,3.0,63.9,1
4834.12,16306.0,69.6,1.5,2.0,24741.01,6.0,4.0,-13.4,0
,11554.03,59.6,18.5,1.0,29487.91,2.0,4.0,11.9,0
7273.31,20599.55,72.7,2.0,2.0,21256.2,6.0,1.0,96.4,1
,15001.88,76.2,2.5,3.0,5425.54,2.0,5.0,44.9,0
8149.31,33208.4,87.0,5.1,4.0,34001.89,2.0,3.0,108.0,1
4651.88,30079.64,38.1,3.5,1.0,33288.92,1.0,5.0,88.7,1
10578.23,,67.9,7.1,0.0,-2612.79,1.0,4.0,45.8,0
4491.72,21406.2,55.0,2.0,3.0,31128.11,1.0,5.0,43.4,0
4462.83,17208.37,60.8,13.7,1.0,46077.8,5.0,0.0,98.2,1
8231.62,6649.89,82.0,,2.0,11468.34,1.0,1.0,110.9,0
8941.36,16054.45,84.4,7.8,4.0,24120.5,4.0,3.0,44.0,0
7933.92,,93.8,6.3,6.0,22816.21,2.0,1.0,95.1,0
1106.09,20065.11,72.4,2.5,3.0,44924.94,1.0,1.0,80.8,0
8221.71,22225.83,60.6,0.5,6.0,38451.36,6.0,4.0,85.7,1
3190.21,26291.97,57.4,0.3,1.0,14459.01,4.0,5.0,54.8,1
7252.88,,24.8,,4.0,29105.42,2.0,3.0,33.2,1
1944.05,11852.32,92.5,3.5,6.0,52632.07,5.0,3.0,22.5,1
7928.23,31057.71,55.9,3.7,1.0,17503.51,7.0,3.0,15.5,0
3918.88,24938.83,74.1,8.8,5.0,24866.15,2.0,2.0,105.5,0
2395.57,14483.06,77.9,6.6,3.0,31162.09,1.0,4.0,52.3,0
8784.22,,35.6,1.4,6.0,17679.35,5.0,4.0,19.9,1
7273.26,17075.57,42.7,6.4,2.0,46158.44,3.0,0.0,80.1,1
4535.27,18284.17,97.0,5.1,6.0,19327.98,5.0,1.0,38.6,0
11143.77,22254.15,69.4,2.7,5.0,8331.58,1.0,1.0,33.8,0
5089.91,40814.93,50.2,2.7,4.0,18700.22,7.0,4.0,109.9,1
6602.74,19707.81,60.2,2.8,0.0,32836.24,0.0,3.0,14.7,0
7360.52,23963.38,86.9,0.0,0.0,15421.91,2.0,4.0,58.6,0
4517.07,2821.71,83.6,6.3,4.0,28626.39,5.0,3.0,,0
8007.64,13635.9,30.7,10.5,3.0,31750.61,4.0,3.0,31.0,1
4792.95,,99.0,1.5,2.0,10492.79,2.0,4.0,11.0,0
5182.76,21620.84,84.3,9.9,5.0,18235.57,7.0,0.0,53.7,1
10860.46,-21502.03,59.6,2.9,3.0,29187.65,2.0,4.0,27.5,0
3170.12,24066.21,36.8,28.3,3.0,33428.95,5.0,5.0,68.6,1
-1220.9,35263.48,86.2,3.3,2.0,18534.59,3.0,1.0,50.7,0
11655.0,36.83,73.5,20.2,6.0,26821.27,3.0,4.0,43.2,0
,31674.49,30.9,9.2,2.0,21592.77,6.0,0.0,27.7,1
5203.14,-6947.6,57.9,0.8,1.0,33734.2,2.0,0.0,92.1,0
302.12,,131.8,3.0,4.0,31232.96,3.0,2.0,72.6,1
5506.45,17922.16,,5.1,0.0,20518.2,6.0,5.0,130.0,0
5584.09,-3149.74,46.7,14.8,4.0,30741.33,0.0,2.0,13.9,0
5892.24,22015.24,40.8,2.0,3.0,20048.82,3.0,2.0,-0.9,1
2937.16,28357.56,102.0,,1.0,30488.34,2.0,4.0,83.8,1
8354.6,21274.98,81.7,6.2,5.0,30655.53,3.0,4.0,77.5,1
8178.42,23263.45,94.0,0.3,0.0,53452.56,4.0,4.0,81.3,1
1717.9,14294.91,68.5,11.0,6.0,,3.0,0.0,48.6,1
8737.43,,90.6,3.6,5.0,23304.78,7.0,5.0,74.6,0
13068.59,24226.78,44.3,0.4,1.0,17233.22,7.0,1.0,,1
,33747.79,66.6,1.2,3.0,12606.12,1.0,3.0,50.0,0
,28166.23,69.3,13.8,1.0,19522.47,5.0,4.0,42.0,1
,109.12,93.4,1.5,4.0,32981.21,2.0,1.0,24.7,0
8468.82,4365.95,70.0,4.9,2.0,33849.54,5.0,4.0,63.9,1
961.85,10386.29,49.2,1.4,3.0,28548.16,3.0,3.0,67.7,1
7026.05,3663.22,64.4,5.0,6.0,21450.82,7.0,0.0,40.6,1
5250.52,18397.71,26.1,2.7,4.0,19079.5,7.0,1.0,43.9,1
12413.04,21540.74,11.9,3.8,6.0,13998.03,0.0,4.0,45.9,0
5942.65,5127.72,81.3,9.1,4.0,18317.35,0.0,0.0,74.2,0
11837.24,24994.16,54.8,13.4,3.0,9458.46,0.0,2.0,13.5,0
2968.03,23409.94,57.2,1.9,0.0,41294.3,6.0,2.0,,0
8379.23,13066.57,81.3,0.2,0.0,47045.82,1.0,2.0,21.6,0
7522.08,16447.3,93.7,8.5,3.0,1769.65,5.0,2.0,47.8,1
3719.05,451.79,74.8,16.0,3.0,,2.0,5.0,60.8,0
7067.67,15009.64,105.4,4.5,3.0,,2.0,0.0,22.1,0
10380.06,18066.46,74.1,2.2,5.0,27505.71,4.0,5.0,,1
5463.87,19518.73,69.6,6.8,0.0,17887.07,6.0,4.0,93.0,1
1085.72,21409.89,,5.4,4.0,37270.17,4.0,5.0,63.6,1
6443.8,20198.18,34.7,0.7,5.0,29925.73,4.0,3.0,83.4,1
3612.25,15620.91,84.0,2.3,4.0,37409.46,5.0,5.0,26.4,0
5404.51,20575.75,9.2,5.5,1.0,16149.86,1.0,0.0,27.0,1
6238.92,27018.29,50.1,,2.0,8401.81,4.0,4.0,66.4,0
1041.91,17140.52,63.5,,0.0,30218.87,2.0,4.0,50.9,0
1329.89,20858.35,45.6,2.4,1.0,13444.68,1.0,5.0,27.0,0
8042.61,16324.46,53.1,7.7,5.0,37655.2,2.0,0.0,91.9,0
4827.3,12179.17,103.5,7.5,4.0,-519.46,1.0,3.0,60.4,0
-1707.18,22705.92,87.3,0.4,6.0,19377.52,2.0,3.0,71.7,0
9011.5,13002.97,47.9,0.1,4.0,17608.94,0.0,0.0,33.1,1
7371.58,21475.32,52.7,2.8,1.0,21011.48,5.0,3.0,99.0,0
4215.6,18254.3,34.9,5.7,5.0,28133.19,2.0,2.0,47.6,0
2286.14,15264.59,78.5,2.1,4.0,29754.83,5.0,2.0,80.5,1
9174.59,15046.71,57.5,3.0,1.0,32676.85,5.0,4.0,128.2,0
7617.92,13426.91,19.7,3.4,0.0,34059.84,6.0,4.0,56.7,1
14124.33,3187.79,65.2,0.2,5.0,22941.69,0.0,3.0,67.6,0
7844.6,21446.06,,5.4,5.0,50304.45,4.0,2.0,107.9,1
7740.65,20083.92,84.2,3.3,0.0,41645.08,3.0,5.0,,0
5965.83,25647.03,61.4,1.1,3.0,21256.14,2.0,1.0,57.7,0
9113.68,13216.89,54.8,2.4,6.0,23357.52,6.0,2.0,68.6,1
8500.27,35058.45,106.7,30.5,5.0,21003.43,0.0,2.0,,0
10505.52,14582.38,63.1,,5.0,29359.58,2.0,1.0,-8.9,0
4831.77,10124.01,78.8,14.6,2.0,13336.75,6.0,2.0,24.1,0
5106.7,9056.84,51.1,,0.0,15525.55,3.0,5.0,79.1,1
4966.87,2394.7,78.2,2.4,2.0,-1008.39,0.0,0.0,100.1,0
9030.57,31793.65,31.0,2.0,4.0,20216.08,1.0,3.0,26.2,1
11294.8,30339.61,52.8,0.1,5.0,37777.11,2.0,2.0,17.9,0
5031.71,23406.71,36.4,9.1,4.0,23174.79,1.0,0.0,95.0,1
5140.72,9935.2,49.7,0.5,0.0,,5.0,1.0,36.2,1
7505.05,34301.41,,3.0,4.0,28337.91,1.0,1.0,41.6,0
5713.56,14834.53,49.5,11.8,1.0,12973.15,6.0,2.0,92.9,1
9546.57,,78.8,3.3,4.0,25303.43,2.0,2.0,88.3,0
-705.69,30935.33,96.4,0.1,2.0,35683.95,0.0,3.0,78.2,0
3854.54,23930.2,62.4,10.6,3.0,28678.76,0.0,2.0,4.1,0
3996.27,37809.93,84.9,0.6,4.0,36737.98,4.0,4.0,16.8,1
